,attrition_flag,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
6852,Existing Customer,1,Graduate,Unknown,Less than $40K,Blue,1438.3
6853,Existing Customer,4,Graduate,Married,Less than $40K,Blue,1438.3
6854,Existing Customer,1,High School,Single,Less than $40K,Blue,2481.0
6855,Existing Customer,1,High School,Single,Unknown,Blue,9817.0
6856,Existing Customer,3,Graduate,Single,Less than $40K,Blue,4255.0
6857,Existing Customer,2,Graduate,Single,$40K - $60K,Blue,1438.3
6858,Existing Customer,2,Graduate,Single,Less than $40K,Blue,4970.0
6859,Attrited Customer,1,Uneducated,Married,Unknown,Blue,1438.3
6860,Existing Customer,4,Doctorate,Married,Unknown,Blue,2333.0
6861,Attrited Customer,2,Doctorate,Married,$120K +,Silver,34516.0
6862,Attrited Customer,4,College,Married,$40K - $60K,Blue,4373.0
6863,Existing Customer,2,High School,Single,$40K - $60K,Blue,1561.0
6864,Attrited Customer,2,Unknown,Married,$80K - $120K,Blue,12073.0
6865,Existing Customer,1,Unknown,Single,Unknown,Blue,1438.3
6866,Existing Customer,5,High School,Single,$40K - $60K,Blue,1438.3
6867,Existing Customer,4,Unknown,Single,Less than $40K,Blue,2525.0
6868,Attrited Customer,4,Post-Graduate,Married,Unknown,Blue,6451.0
6869,Existing Customer,3,Doctorate,Married,$40K - $60K,Blue,4142.0
6870,Attrited Customer,2,College,Single,$120K +,Blue,34516.0
6871,Attrited Customer,3,Uneducated,Married,Less than $40K,Blue,1897.0
6872,Existing Customer,4,Graduate,Single,Less than $40K,Blue,3231.0
6873,Existing Customer,4,Graduate,Married,Less than $40K,Blue,1577.0
6874,Existing Customer,2,Unknown,Single,Less than $40K,Blue,3061.0
6875,Existing Customer,4,Graduate,Single,$40K - $60K,Blue,2300.0
6876,Existing Customer,4,Graduate,Married,Less than $40K,Blue,2796.0
6877,Existing Customer,2,Graduate,Married,$40K - $60K,Blue,3024.0
6878,Existing Customer,3,Uneducated,Married,$40K - $60K,Blue,5293.0
6879,Existing Customer,4,Unknown,Single,Less than $40K,Blue,1964.0
6880,Existing Customer,2,Graduate,Single,Less than $40K,Blue,2051.0
6881,Existing Customer,1,High School,Single,Less than $40K,Blue,1998.0
6882,Existing Customer,1,College,Divorced,Unknown,Blue,11881.0
6883,Existing Customer,4,Post-Graduate,Single,Less than $40K,Blue,2968.0
6884,Existing Customer,3,Graduate,Married,Less than $40K,Blue,2797.0
6885,Existing Customer,2,Graduate,Single,$40K - $60K,Blue,13984.0
6886,Existing Customer,2,Uneducated,Married,Less than $40K,Blue,2505.0
6887,Existing Customer,4,College,Married,Less than $40K,Blue,2972.0
6888,Existing Customer,1,College,Single,$80K - $120K,Blue,5856.0
6889,Existing Customer,4,Uneducated,Divorced,Less than $40K,Blue,7182.0
6890,Existing Customer,2,Graduate,Single,Less than $40K,Blue,5844.0
6891,Attrited Customer,1,College,Single,Less than $40K,Blue,2114.0
6892,Existing Customer,4,Graduate,Single,$80K - $120K,Blue,8208.0
6893,Attrited Customer,4,Uneducated,Single,$60K - $80K,Blue,3940.0
6894,Existing Customer,3,Graduate,Divorced,$60K - $80K,Blue,5784.0
6895,Attrited Customer,4,Graduate,Unknown,$60K - $80K,Blue,8632.0
6896,Existing Customer,2,Graduate,Single,Less than $40K,Blue,1438.3
6897,Existing Customer,1,Graduate,Single,$40K - $60K,Blue,2255.0
6898,Existing Customer,2,Graduate,Single,Less than $40K,Blue,9874.0
6899,Existing Customer,0,Graduate,Single,Less than $40K,Blue,1873.0
6900,Attrited Customer,3,High School,Married,$80K - $120K,Blue,3288.0
6901,Existing Customer,1,Graduate,Single,$40K - $60K,Blue,3334.0
6902,Existing Customer,2,Graduate,Divorced,$60K - $80K,Blue,3299.0
6903,Existing Customer,2,Uneducated,Married,Less than $40K,Blue,2754.0
6904,Existing Customer,2,Graduate,Married,$40K - $60K,Blue,2035.0
6905,Existing Customer,4,Graduate,Married,Unknown,Blue,3979.0
6906,Existing Customer,2,High School,Married,$40K - $60K,Blue,2642.0
6907,Attrited Customer,0,Post-Graduate,Divorced,$60K - $80K,Silver,28229.0
6908,Existing Customer,2,High School,Single,Less than $40K,Blue,2973.0
6909,Existing Customer,2,Uneducated,Married,Less than $40K,Blue,1612.0
6910,Existing Customer,1,High School,Single,$80K - $120K,Blue,12084.0
6911,Existing Customer,1,Graduate,Single,Less than $40K,Blue,2930.0
6912,Existing Customer,2,Unknown,Married,$40K - $60K,Blue,1963.0
6913,Attrited Customer,2,Unknown,Single,$40K - $60K,Blue,2762.0
6914,Attrited Customer,3,Post-Graduate,Single,Less than $40K,Blue,2214.0
6915,Existing Customer,1,High School,Single,Less than $40K,Blue,2292.0
6916,Existing Customer,2,College,Divorced,$40K - $60K,Blue,2901.0
6917,Existing Customer,3,College,Single,Less than $40K,Blue,2865.0
6918,Existing Customer,0,Post-Graduate,Single,Unknown,Blue,3934.0
6919,Existing Customer,2,Unknown,Single,$40K - $60K,Blue,2428.0
6920,Existing Customer,5,College,Married,$40K - $60K,Blue,5302.0
6921,Existing Customer,4,High School,Married,Unknown,Blue,9139.0
6922,Existing Customer,5,Unknown,Married,$40K - $60K,Blue,5219.0
6923,Existing Customer,2,Graduate,Single,Unknown,Blue,10351.0
6924,Attrited Customer,2,Uneducated,Divorced,Less than $40K,Blue,6811.0
6925,Existing Customer,1,Post-Graduate,Married,Less than $40K,Blue,1438.3
6926,Existing Customer,1,Graduate,Single,$40K - $60K,Blue,2255.0
6927,Attrited Customer,3,Unknown,Single,Less than $40K,Blue,1741.0
6928,Attrited Customer,2,Uneducated,Married,$60K - $80K,Blue,2189.0
6929,Existing Customer,3,Uneducated,Single,Less than $40K,Blue,2040.0
6930,Existing Customer,3,College,Married,$80K - $120K,Blue,1844.0
6931,Existing Customer,3,Graduate,Single,$60K - $80K,Blue,8404.0
6932,Existing Customer,3,Uneducated,Married,Less than $40K,Blue,1438.3
6933,Existing Customer,4,High School,Single,$80K - $120K,Blue,1944.0
6934,Existing Customer,2,High School,Married,Less than $40K,Blue,1438.3
6935,Attrited Customer,3,Doctorate,Single,$40K - $60K,Blue,4354.0
6936,Existing Customer,1,High School,Married,Less than $40K,Blue,1857.0
6937,Existing Customer,5,Unknown,Married,Less than $40K,Blue,2708.0
6938,Existing Customer,4,Graduate,Married,$60K - $80K,Blue,9974.0
6939,Existing Customer,2,Uneducated,Single,Less than $40K,Blue,2271.0
6940,Existing Customer,2,Uneducated,Unknown,$40K - $60K,Blue,2811.0
6941,Existing Customer,4,Uneducated,Married,$60K - $80K,Blue,6519.0
6942,Attrited Customer,2,Uneducated,Unknown,$80K - $120K,Blue,4316.0
6943,Existing Customer,0,Graduate,Married,Less than $40K,Blue,1438.3
6944,Attrited Customer,2,Graduate,Married,Less than $40K,Blue,3116.0
6945,Attrited Customer,3,Unknown,Married,$120K +,Blue,24868.0
6946,Existing Customer,2,College,Married,Less than $40K,Blue,1438.3
6947,Existing Customer,5,Graduate,Single,$40K - $60K,Blue,1438.3
6948,Existing Customer,2,High School,Single,Less than $40K,Blue,1438.3
6949,Existing Customer,2,Graduate,Single,$40K - $60K,Silver,17706.0
6950,Existing Customer,3,Uneducated,Married,Less than $40K,Blue,1819.0
6951,Existing Customer,4,Graduate,Single,$120K +,Blue,19350.0
6952,Attrited Customer,1,Uneducated,Unknown,Less than $40K,Blue,3074.0
6953,Existing Customer,3,Unknown,Married,Less than $40K,Blue,2281.0
6954,Existing Customer,1,Unknown,Married,Less than $40K,Blue,3035.0
6955,Existing Customer,2,Graduate,Married,Less than $40K,Blue,3222.0
6956,Existing Customer,2,Uneducated,Single,$80K - $120K,Blue,12045.0
6957,Attrited Customer,4,High School,Single,$40K - $60K,Blue,10587.0
6958,Existing Customer,1,Graduate,Single,$60K - $80K,Blue,2596.0
6959,Existing Customer,0,Graduate,Single,Less than $40K,Blue,3008.0
6960,Existing Customer,3,High School,Married,Less than $40K,Blue,3280.0
6961,Existing Customer,4,Graduate,Married,Less than $40K,Blue,1438.3
6962,Existing Customer,2,Unknown,Married,Less than $40K,Blue,2835.0
6963,Existing Customer,1,Graduate,Single,$40K - $60K,Blue,1438.3
6964,Existing Customer,1,Unknown,Single,Unknown,Blue,5528.0
6965,Existing Customer,3,Graduate,Married,Less than $40K,Blue,2030.0
6966,Existing Customer,1,Graduate,Married,$40K - $60K,Blue,2413.0
6967,Existing Customer,3,Unknown,Single,$60K - $80K,Blue,7381.0
6968,Attrited Customer,1,High School,Married,Less than $40K,Blue,1438.3
6969,Existing Customer,0,Uneducated,Married,Less than $40K,Blue,2001.0
6970,Attrited Customer,3,College,Married,$80K - $120K,Blue,3031.0
6971,Existing Customer,2,Unknown,Married,$120K +,Blue,11354.0
6972,Existing Customer,3,Doctorate,Divorced,$40K - $60K,Blue,2012.0
6973,Existing Customer,1,Post-Graduate,Single,$80K - $120K,Blue,23034.0
6974,Existing Customer,2,Unknown,Single,$40K - $60K,Blue,4947.0
6975,Existing Customer,3,Graduate,Married,$40K - $60K,Blue,1844.0
6976,Existing Customer,2,Graduate,Single,Unknown,Blue,1438.3
6977,Existing Customer,2,Graduate,Married,Less than $40K,Blue,4752.0
6978,Attrited Customer,3,College,Married,$60K - $80K,Blue,6114.0
6979,Attrited Customer,5,Unknown,Single,Less than $40K,Blue,1438.3
6980,Existing Customer,4,Unknown,Single,Less than $40K,Blue,2286.0
6981,Existing Customer,2,Post-Graduate,Single,$40K - $60K,Blue,4784.0
6982,Existing Customer,1,Uneducated,Married,Less than $40K,Blue,2667.0
6983,Existing Customer,2,College,Married,Less than $40K,Blue,2473.0
6984,Existing Customer,3,Doctorate,Married,Less than $40K,Blue,2001.0
6985,Existing Customer,4,High School,Married,$120K +,Blue,18232.0
6986,Existing Customer,4,Uneducated,Married,Unknown,Blue,1438.3
6987,Existing Customer,2,Uneducated,Married,Less than $40K,Blue,2918.0
6988,Existing Customer,2,College,Unknown,Less than $40K,Blue,1924.0
6989,Existing Customer,2,Graduate,Married,Less than $40K,Blue,1770.0
6990,Existing Customer,2,Graduate,Single,Less than $40K,Blue,2265.0
6991,Existing Customer,0,High School,Married,$60K - $80K,Blue,3868.0
6992,Attrited Customer,3,Graduate,Married,$40K - $60K,Blue,2701.0
6993,Existing Customer,1,High School,Divorced,$40K - $60K,Blue,2507.0
6994,Existing Customer,2,High School,Single,Less than $40K,Blue,2420.0
6995,Attrited Customer,2,College,Married,$40K - $60K,Silver,16547.0
6996,Existing Customer,3,Graduate,Married,Less than $40K,Blue,1621.0
6997,Existing Customer,1,Unknown,Single,$40K - $60K,Blue,3808.0
6998,Attrited Customer,1,Uneducated,Divorced,$40K - $60K,Blue,2173.0
6999,Existing Customer,1,Uneducated,Married,Less than $40K,Blue,2178.0
7000,Existing Customer,4,College,Divorced,Unknown,Blue,1438.3
7001,Existing Customer,3,Uneducated,Unknown,Less than $40K,Blue,1750.0
7002,Existing Customer,2,Graduate,Married,Less than $40K,Blue,1438.3
7003,Existing Customer,4,College,Married,Less than $40K,Blue,2466.0
7004,Existing Customer,2,High School,Single,Less than $40K,Blue,2535.0
7005,Existing Customer,4,Graduate,Married,$40K - $60K,Blue,2385.0
7006,Existing Customer,3,Unknown,Married,Less than $40K,Blue,1811.0
7007,Existing Customer,4,High School,Single,$120K +,Blue,2701.0
7008,Existing Customer,4,High School,Married,Less than $40K,Blue,5387.0
7009,Attrited Customer,3,High School,Married,Less than $40K,Blue,1438.3
7010,Existing Customer,2,Post-Graduate,Married,$80K - $120K,Blue,34058.0
7011,Existing Customer,2,Graduate,Married,$40K - $60K,Silver,16290.0
7012,Existing Customer,3,High School,Married,Less than $40K,Blue,1438.3
7013,Existing Customer,3,Graduate,Single,Less than $40K,Blue,2069.0
7014,Attrited Customer,1,Post-Graduate,Married,Less than $40K,Blue,2802.0
7015,Existing Customer,1,Graduate,Single,Less than $40K,Blue,3390.0
7016,Existing Customer,2,Post-Graduate,Divorced,Unknown,Blue,3745.0
7017,Existing Customer,2,Graduate,Single,$80K - $120K,Blue,26690.0
7018,Attrited Customer,1,Unknown,Single,Unknown,Blue,8513.0
7019,Existing Customer,4,Unknown,Single,Less than $40K,Blue,1438.3
7020,Attrited Customer,1,Uneducated,Married,Less than $40K,Blue,2258.0
7021,Attrited Customer,3,Unknown,Married,Less than $40K,Blue,1654.0
7022,Existing Customer,3,College,Divorced,$40K - $60K,Blue,2768.0
7023,Existing Customer,1,College,Married,$80K - $120K,Blue,14566.0
7024,Existing Customer,3,Graduate,Single,$40K - $60K,Blue,3250.0
7025,Existing Customer,1,Uneducated,Single,Less than $40K,Blue,2353.0
7026,Existing Customer,0,College,Married,$40K - $60K,Blue,1438.3
7027,Existing Customer,1,Graduate,Married,$40K - $60K,Blue,4188.0
7028,Attrited Customer,4,Graduate,Married,$80K - $120K,Blue,23542.0
7029,Existing Customer,1,High School,Single,$120K +,Blue,9272.0
7030,Existing Customer,3,High School,Married,Less than $40K,Blue,1967.0
7031,Attrited Customer,1,Uneducated,Single,Less than $40K,Blue,1717.0
7032,Existing Customer,3,Graduate,Single,$60K - $80K,Silver,34516.0
7033,Existing Customer,1,Doctorate,Single,$80K - $120K,Blue,5068.0
7034,Existing Customer,3,College,Married,Less than $40K,Blue,1438.3
7035,Existing Customer,1,Uneducated,Divorced,$40K - $60K,Blue,2697.0
7036,Existing Customer,1,High School,Married,Less than $40K,Blue,1438.3
7037,Attrited Customer,0,College,Married,Less than $40K,Blue,7499.0
7038,Attrited Customer,4,Post-Graduate,Married,$120K +,Blue,8700.0
7039,Attrited Customer,3,Unknown,Single,$60K - $80K,Blue,14266.0
7040,Existing Customer,0,Graduate,Single,$120K +,Blue,2692.0
7041,Existing Customer,3,College,Single,Less than $40K,Blue,2957.0
7042,Existing Customer,2,Unknown,Single,Less than $40K,Blue,1438.3
7043,Existing Customer,3,High School,Married,Less than $40K,Blue,3007.0
7044,Existing Customer,3,High School,Married,Unknown,Blue,3427.0
7045,Existing Customer,1,Unknown,Married,$60K - $80K,Blue,1438.3
7046,Existing Customer,3,Uneducated,Married,Less than $40K,Blue,2990.0
7047,Attrited Customer,0,Graduate,Married,$60K - $80K,Blue,9918.0
7048,Existing Customer,2,High School,Married,Unknown,Blue,8159.0
7049,Existing Customer,2,Graduate,Single,$120K +,Blue,18551.0
7050,Existing Customer,0,Graduate,Married,Less than $40K,Blue,1438.3
7051,Attrited Customer,2,Graduate,Single,$80K - $120K,Blue,1438.3
7052,Existing Customer,2,Graduate,Single,$60K - $80K,Blue,10886.0
7053,Existing Customer,0,High School,Single,Unknown,Blue,10457.0
7054,Existing Customer,0,Unknown,Single,$40K - $60K,Blue,1781.0
7055,Existing Customer,2,Unknown,Married,$120K +,Blue,34516.0
7056,Existing Customer,3,Graduate,Married,Less than $40K,Blue,2363.0
7057,Existing Customer,4,Post-Graduate,Married,Less than $40K,Blue,2802.0
7058,Existing Customer,4,High School,Married,Less than $40K,Blue,1640.0
7059,Attrited Customer,3,Uneducated,Married,Less than $40K,Blue,4960.0
7060,Existing Customer,4,Graduate,Married,$80K - $120K,Blue,4601.0
7061,Existing Customer,5,Unknown,Unknown,$60K - $80K,Blue,4100.0
7062,Existing Customer,3,Graduate,Married,$40K - $60K,Blue,2741.0
7063,Attrited Customer,4,Graduate,Married,$40K - $60K,Blue,4152.0
7064,Existing Customer,2,Uneducated,Married,Less than $40K,Blue,3386.0
7065,Attrited Customer,0,College,Unknown,$40K - $60K,Blue,3477.0
7066,Existing Customer,4,High School,Married,$80K - $120K,Blue,23209.0
7067,Existing Customer,3,Graduate,Married,$40K - $60K,Blue,12610.0
7068,Existing Customer,4,High School,Married,Less than $40K,Blue,2090.0
7069,Existing Customer,2,Graduate,Married,$40K - $60K,Blue,1610.0
7070,Attrited Customer,3,Graduate,Married,$120K +,Blue,2269.0
7071,Attrited Customer,2,College,Unknown,Less than $40K,Blue,2387.0
7072,Existing Customer,3,Graduate,Single,$40K - $60K,Blue,4036.0
7073,Attrited Customer,5,High School,Married,Unknown,Blue,5342.0
7074,Attrited Customer,2,Graduate,Unknown,Less than $40K,Blue,1695.0
7075,Existing Customer,3,Doctorate,Married,Less than $40K,Blue,1438.3
7076,Existing Customer,2,High School,Married,$40K - $60K,Blue,1776.0
7077,Existing Customer,3,High School,Married,$40K - $60K,Blue,5640.0
7078,Existing Customer,1,College,Divorced,Less than $40K,Blue,2403.0
7079,Existing Customer,4,College,Married,Less than $40K,Blue,3349.0
7080,Attrited Customer,1,Graduate,Married,Less than $40K,Blue,3173.0
7081,Attrited Customer,5,High School,Unknown,$80K - $120K,Blue,1504.0
7082,Attrited Customer,3,Graduate,Divorced,$40K - $60K,Blue,1477.0
7083,Existing Customer,2,College,Single,Less than $40K,Blue,2018.0
7084,Existing Customer,3,Graduate,Married,$120K +,Silver,34516.0
7085,Existing Customer,4,Graduate,Married,Unknown,Blue,2105.0
7086,Existing Customer,2,Uneducated,Divorced,Unknown,Blue,20080.0
7087,Existing Customer,1,Graduate,Unknown,Less than $40K,Blue,6690.0
7088,Existing Customer,3,Graduate,Unknown,$80K - $120K,Blue,1530.0
7089,Existing Customer,1,Post-Graduate,Single,$80K - $120K,Blue,2915.0
7090,Existing Customer,3,Graduate,Divorced,Less than $40K,Blue,1438.3
7091,Attrited Customer,2,High School,Single,Less than $40K,Blue,2423.0
7092,Existing Customer,4,Uneducated,Single,$80K - $120K,Blue,11742.0
7093,Existing Customer,2,High School,Single,Less than $40K,Blue,3069.0
7094,Existing Customer,2,High School,Divorced,Unknown,Gold,34516.0
7095,Existing Customer,4,Uneducated,Married,$40K - $60K,Blue,2517.0
7096,Existing Customer,1,Unknown,Single,Less than $40K,Blue,1438.3
7097,Existing Customer,3,Graduate,Married,$40K - $60K,Blue,2216.0
7098,Existing Customer,0,Doctorate,Single,$60K - $80K,Blue,3232.0
7099,Existing Customer,1,College,Single,Less than $40K,Blue,3478.0
7100,Existing Customer,3,Post-Graduate,Single,Unknown,Blue,1814.0
7101,Existing Customer,2,Graduate,Married,Less than $40K,Blue,1438.3
7102,Existing Customer,4,Unknown,Single,Less than $40K,Blue,1446.0
7103,Existing Customer,5,High School,Single,Less than $40K,Blue,1493.0
7104,Existing Customer,4,Graduate,Married,$40K - $60K,Blue,4244.0
7105,Existing Customer,5,High School,Single,$40K - $60K,Blue,2984.0
7106,Existing Customer,3,Unknown,Single,$80K - $120K,Blue,2713.0
7107,Existing Customer,2,Unknown,Single,$40K - $60K,Blue,2471.0
7108,Existing Customer,1,College,Married,$60K - $80K,Silver,27437.0
7109,Existing Customer,4,College,Single,Less than $40K,Blue,4166.0
7110,Existing Customer,1,Graduate,Unknown,$40K - $60K,Blue,13100.0
7111,Attrited Customer,3,College,Married,$60K - $80K,Blue,1438.3
7112,Existing Customer,3,High School,Unknown,Less than $40K,Blue,2242.0
7113,Attrited Customer,3,High School,Married,Unknown,Blue,9874.0
7114,Existing Customer,4,High School,Single,$40K - $60K,Blue,4432.0
7115,Existing Customer,3,Unknown,Single,Less than $40K,Blue,4975.0
7116,Existing Customer,3,Unknown,Married,Less than $40K,Blue,2652.0
7117,Existing Customer,2,Graduate,Single,Less than $40K,Blue,2043.0
7118,Attrited Customer,4,High School,Divorced,Less than $40K,Blue,3489.0
7119,Existing Customer,1,Unknown,Married,$80K - $120K,Blue,14858.0
7120,Existing Customer,4,High School,Married,$40K - $60K,Blue,2822.0
7121,Existing Customer,4,College,Single,Less than $40K,Blue,2901.0
7122,Existing Customer,4,Post-Graduate,Married,Less than $40K,Blue,1594.0
7123,Existing Customer,0,High School,Married,Less than $40K,Blue,2241.0
7124,Existing Customer,2,Graduate,Single,Less than $40K,Blue,2581.0
7125,Existing Customer,2,Graduate,Married,$120K +,Blue,14713.0
7126,Attrited Customer,3,Unknown,Married,Less than $40K,Blue,2910.0
7127,Existing Customer,3,High School,Single,Unknown,Blue,2366.0
7128,Attrited Customer,0,Doctorate,Single,Less than $40K,Blue,2708.0
7129,Existing Customer,3,High School,Married,$80K - $120K,Blue,1681.0
7130,Existing Customer,4,Unknown,Single,Less than $40K,Blue,2594.0
7131,Existing Customer,4,Unknown,Single,$40K - $60K,Blue,2128.0
7132,Existing Customer,1,Uneducated,Married,Less than $40K,Blue,1438.3
7133,Attrited Customer,2,Doctorate,Divorced,$80K - $120K,Blue,1438.3
7134,Existing Customer,3,High School,Married,$60K - $80K,Blue,4696.0
